Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,,#indicator+name,,,,#date+year,,,#indicator+type,#indicator+value+num,
ZWE,2014-06-01,2014-06-30,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5530,Producer Price (LCU/tonne),2014,2014,7006,June,LCU,344.000000,A
ZWE,2014-07-01,2014-07-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5530,Producer Price (LCU/tonne),2014,2014,7007,July,LCU,344.000000,A
ZWE,2014-08-01,2014-08-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5530,Producer Price (LCU/tonne),2014,2014,7008,August,LCU,344.000000,A
ZWE,2014-09-01,2014-09-30,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5530,Producer Price (LCU/tonne),2014,2014,7009,September,LCU,344.000000,A
ZWE,2014-10-01,2014-10-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5530,Producer Price (LCU/tonne),2014,2014,7010,October,LCU,344.000000,A
ZWE,2014-11-01,2014-11-30,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5530,Producer Price (LCU/tonne),2014,2014,7011,November,LCU,344.000000,A
ZWE,2014-12-01,2014-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5530,Producer Price (LCU/tonne),2014,2014,7012,December,LCU,344.000000,A
ZWE,2015-01-01,2015-01-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5530,Producer Price (LCU/tonne),2015,2015,7001,January,LCU,344.000000,A
ZWE,2014-01-01,2014-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,344.000000,A
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,352.000000,A
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,358.300000,A
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,443.800000,A
ZWE,2018-01-01,2018-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,SLC,487.400000,A
ZWE,2014-01-01,2014-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,344.000000,A
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,USD,352.000000,A
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,USD,358.300000,A
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5532,Producer Price (USD/tonne),2017,2017,7021,Annual value,USD,443.800000,A
ZWE,1991-01-01,1991-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,0.370000,E
ZWE,1992-01-01,1992-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,0.750000,E
ZWE,1993-01-01,1993-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,1.230000,E
ZWE,1994-01-01,1994-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,1.230000,E
ZWE,1995-01-01,1995-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,1.440000,E
ZWE,1996-01-01,1996-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,1.650000,E
ZWE,1997-01-01,1997-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,1.650000,E
ZWE,1998-01-01,1998-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,3.980000,E
ZWE,1999-01-01,1999-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,5.760000,E
ZWE,2000-01-01,2000-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,7.550000,E
ZWE,2001-01-01,2001-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,20.580000,E
ZWE,2002-01-01,2002-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,38.420000,E
ZWE,2003-01-01,2003-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,411.630000,E
ZWE,2004-01-01,2004-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,1976.750000,E
ZWE,2005-01-01,2005-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,7576.640000,E
ZWE,2006-01-01,2006-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,105492.110000,E
ZWE,2007-01-01,2007-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,342442.350000,E
ZWE,2014-01-01,2014-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,97.890000,E
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,100.160000,E
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,101.950000,E
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,126.280000,E
ZWE,2018-01-01,2018-12-31,181,'716,Zimbabwe,108,'01199.90,Cereals n.e.c.,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,138.680000,E
ZWE,2000-01-01,2000-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,10000.000000,A
ZWE,2001-01-01,2001-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,19500.000000,A
ZWE,2002-01-01,2002-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,29180.000000,A
ZWE,2003-01-01,2003-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,461000.000000,A
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,2219.000000,A
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,2627.000000,A
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,1910.000000,A
ZWE,2017-01-01,2017-01-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2017,2017,7001,January,LCU,1780.000000,A
ZWE,2017-02-01,2017-02-28,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2017,2017,7002,February,LCU,1770.000000,A
ZWE,2017-03-01,2017-03-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2017,2017,7003,March,LCU,1960.000000,A
ZWE,2017-04-01,2017-04-30,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2017,2017,7004,April,LCU,1900.000000,A
ZWE,2017-05-01,2017-05-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2017,2017,7005,May,LCU,1940.000000,A
ZWE,2017-06-01,2017-06-30,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2017,2017,7006,June,LCU,1920.000000,A
ZWE,2017-07-01,2017-07-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2017,2017,7007,July,LCU,1970.000000,A
ZWE,2017-08-01,2017-08-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2017,2017,7008,August,LCU,1940.000000,A
ZWE,2017-09-01,2017-09-30,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2017,2017,7009,September,LCU,1890.000000,A
ZWE,2017-10-01,2017-10-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2017,2017,7010,October,LCU,1880.000000,A
ZWE,2017-11-01,2017-11-30,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2017,2017,7011,November,LCU,1940.000000,A
ZWE,2017-12-01,2017-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2017,2017,7012,December,LCU,2030.000000,A
ZWE,2018-01-01,2018-01-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5530,Producer Price (LCU/tonne),2018,2018,7001,January,LCU,2030.000000,A
ZWE,2000-01-01,2000-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,27.600000,A
ZWE,2001-01-01,2001-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,53.900000,A
ZWE,2002-01-01,2002-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,80.600000,A
ZWE,2003-01-01,2003-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,1273.800000,A
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,2219.000000,A
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,2627.000000,A
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,1910.000000,A
ZWE,2018-01-01,2018-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,SLC,2097.600000,A
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,USD,2219.000000,A
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,USD,2627.000000,A
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5532,Producer Price (USD/tonne),2017,2017,7021,Annual value,USD,1910.000000,A
ZWE,1991-01-01,1991-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,0.120000,E
ZWE,1992-01-01,1992-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,0.150000,E
ZWE,1993-01-01,1993-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,0.180000,E
ZWE,1994-01-01,1994-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,0.220000,E
ZWE,1995-01-01,1995-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,0.240000,E
ZWE,1996-01-01,1996-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,0.300000,E
ZWE,1997-01-01,1997-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,0.350000,E
ZWE,1998-01-01,1998-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,0.460000,E
ZWE,1999-01-01,1999-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,0.710000,E
ZWE,2000-01-01,2000-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,1.140000,E
ZWE,2001-01-01,2001-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,2.220000,E
ZWE,2002-01-01,2002-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,3.330000,E
ZWE,2003-01-01,2003-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,52.570000,E
ZWE,2004-01-01,2004-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,286.960000,E
ZWE,2005-01-01,2005-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,1324.140000,E
ZWE,2006-01-01,2006-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,18436.490000,E
ZWE,2007-01-01,2007-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,60269.900000,E
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,91.580000,E
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,108.420000,E
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,78.830000,E
ZWE,2018-01-01,2018-12-31,181,'716,Zimbabwe,401,'01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,86.570000,E
ZWE,1991-01-01,1991-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5530,Producer Price (LCU/tonne),1991,1991,7021,Annual value,LCU,5790.000000,A
ZWE,1992-01-01,1992-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,4920.000000,A
ZWE,1993-01-01,1993-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,3881.000000,A
ZWE,1994-01-01,1994-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,13300.000000,A
ZWE,1995-01-01,1995-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5530,Producer Price (LCU/tonne),1995,1995,7021,Annual value,LCU,11200.000000,A
ZWE,1996-01-01,1996-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5530,Producer Price (LCU/tonne),1996,1996,7021,Annual value,LCU,10090.000000,A
ZWE,1997-01-01,1997-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5530,Producer Price (LCU/tonne),1997,1997,7021,Annual value,LCU,12700.000000,A
ZWE,1998-01-01,1998-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5530,Producer Price (LCU/tonne),1998,1998,7021,Annual value,LCU,22995.000000,A
ZWE,1999-01-01,1999-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5530,Producer Price (LCU/tonne),1999,1999,7021,Annual value,LCU,80000.000000,A
ZWE,2000-01-01,2000-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,80000.000000,A
ZWE,2002-01-01,2002-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,380000.000000,A
ZWE,2003-01-01,2003-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,1200000.000000,A
ZWE,1991-01-01,1991-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5531,Producer Price (SLC/tonne),1991,1991,7021,Annual value,SLC,16.000000,A
ZWE,1992-01-01,1992-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5531,Producer Price (SLC/tonne),1992,1992,7021,Annual value,SLC,13.600000,A
ZWE,1993-01-01,1993-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,10.700000,A
ZWE,1994-01-01,1994-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,36.800000,A
ZWE,1995-01-01,1995-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,30.900000,A
ZWE,1996-01-01,1996-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,27.900000,A
ZWE,1997-01-01,1997-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,35.100000,A
ZWE,1998-01-01,1998-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,63.500000,A
ZWE,1999-01-01,1999-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,221.100000,A
ZWE,2000-01-01,2000-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,221.100000,A
ZWE,2002-01-01,2002-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,1050.000000,A
ZWE,2003-01-01,2003-12-31,181,'716,Zimbabwe,656,'01610,"Coffee, green",5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,3315.800000,A
ZWE,1991-01-01,1991-12-31,181,'716,Zimbabwe,767,'01921.02,"Cotton lint, ginned",5530,Producer Price (LCU/tonne),1991,1991,7021,Annual value,LCU,5354.000000,A
ZWE,1992-01-01,1992-12-31,181,'716,Zimbabwe,767,'01921.02,"Cotton lint, ginned",5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,5713.000000,A
ZWE,1993-01-01,1993-12-31,181,'716,Zimbabwe,767,'01921.02,"Cotton lint, ginned",5530,Producer Price (LCU/tonne),1993,1993,7021,Annual value,LCU,6700.000000,A
ZWE,1994-01-01,1994-12-31,181,'716,Zimbabwe,767,'01921.02,"Cotton lint, ginned",5530,Producer Price (LCU/tonne),1994,1994,7021,Annual value,LCU,10500.000000,X
ZWE,1991-01-01,1991-12-31,181,'716,Zimbabwe,767,'01921.02,"Cotton lint, ginned",5531,Producer Price (SLC/tonne),1991,1991,7021,Annual value,SLC,14.800000,A
ZWE,1992-01-01,1992-12-31,181,'716,Zimbabwe,767,'01921.02,"Cotton lint, ginned",5531,Producer Price (SLC/tonne),1992,1992,7021,Annual value,SLC,15.800000,A
ZWE,1993-01-01,1993-12-31,181,'716,Zimbabwe,767,'01921.02,"Cotton lint, ginned",5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,18.500000,A
ZWE,1994-01-01,1994-12-31,181,'716,Zimbabwe,767,'01921.02,"Cotton lint, ginned",5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,29.000000,X
ZWE,1991-01-01,1991-12-31,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),1991,1991,7021,Annual value,LCU,420.000000,A
ZWE,1992-01-01,1992-12-31,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),1992,1992,7021,Annual value,LCU,706.000000,A
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,258.000000,A
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,258.000000,A
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,570.000000,A
ZWE,2017-01-01,2017-01-31,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2017,2017,7001,January,LCU,570.000000,A
ZWE,2017-02-01,2017-02-28,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2017,2017,7002,February,LCU,570.000000,A
ZWE,2017-03-01,2017-03-31,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2017,2017,7003,March,LCU,570.000000,A
ZWE,2017-04-01,2017-04-30,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2017,2017,7004,April,LCU,570.000000,A
ZWE,2017-05-01,2017-05-31,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2017,2017,7005,May,LCU,570.000000,A
ZWE,2017-06-01,2017-06-30,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2017,2017,7006,June,LCU,570.000000,A
ZWE,2017-07-01,2017-07-31,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2017,2017,7007,July,LCU,570.000000,A
ZWE,2017-08-01,2017-08-31,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2017,2017,7008,August,LCU,570.000000,A
ZWE,2017-09-01,2017-09-30,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2017,2017,7009,September,LCU,570.000000,A
ZWE,2017-10-01,2017-10-31,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2017,2017,7010,October,LCU,570.000000,A
ZWE,2017-11-01,2017-11-30,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2017,2017,7011,November,LCU,570.000000,A
ZWE,2017-12-01,2017-12-31,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2017,2017,7012,December,LCU,570.000000,A
ZWE,2018-01-01,2018-01-31,181,'716,Zimbabwe,329,'0143,Cotton seed,5530,Producer Price (LCU/tonne),2018,2018,7001,January,LCU,570.000000,A
