Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,,#indicator+name,,,,#date+year,,,#indicator+type,#indicator+value+num,
ZWE,2001-01-01,2001-12-31,181,'716,Zimbabwe,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,18.290000,E
ZWE,2002-01-01,2002-12-31,181,'716,Zimbabwe,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,23.420000,E
ZWE,2003-01-01,2003-12-31,181,'716,Zimbabwe,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,304.210000,E
ZWE,2004-01-01,2004-12-31,181,'716,Zimbabwe,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,1649.950000,E
ZWE,2005-01-01,2005-12-31,181,'716,Zimbabwe,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,6782.380000,E
ZWE,2006-01-01,2006-12-31,181,'716,Zimbabwe,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,94433.350000,E
ZWE,2007-01-01,2007-12-31,181,'716,Zimbabwe,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,336501.060000,E
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,102.930000,E
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,97.070000,E
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,101.190000,E
ZWE,2018-01-01,2018-12-31,181,'716,Zimbabwe,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,111.130000,E
ZWE,2000-01-01,2000-12-31,181,'716,Zimbabwe,367,'01211,Asparagus,5530,Producer Price (LCU/tonne),2000,2000,7021,Annual value,LCU,8500.000000,A
ZWE,2001-01-01,2001-12-31,181,'716,Zimbabwe,367,'01211,Asparagus,5530,Producer Price (LCU/tonne),2001,2001,7021,Annual value,LCU,14462.000000,I
ZWE,2002-01-01,2002-12-31,181,'716,Zimbabwe,367,'01211,Asparagus,5530,Producer Price (LCU/tonne),2002,2002,7021,Annual value,LCU,40000.000000,A
ZWE,2003-01-01,2003-12-31,181,'716,Zimbabwe,367,'01211,Asparagus,5530,Producer Price (LCU/tonne),2003,2003,7021,Annual value,LCU,1120000.000000,A
ZWE,2000-01-01,2000-12-31,181,'716,Zimbabwe,367,'01211,Asparagus,5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,23.500000,A
ZWE,2001-01-01,2001-12-31,181,'716,Zimbabwe,367,'01211,Asparagus,5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,40.000000,I
ZWE,2002-01-01,2002-12-31,181,'716,Zimbabwe,367,'01211,Asparagus,5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,110.500000,A
ZWE,2003-01-01,2003-12-31,181,'716,Zimbabwe,367,'01211,Asparagus,5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,3094.800000,A
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,1009.000000,A
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,1007.000000,A
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,1158.000000,A
ZWE,2017-01-01,2017-01-31,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7001,January,LCU,1110.000000,A
ZWE,2017-02-01,2017-02-28,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7002,February,LCU,1240.000000,A
ZWE,2017-03-01,2017-03-31,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7003,March,LCU,1310.000000,A
ZWE,2017-04-01,2017-04-30,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7004,April,LCU,1370.000000,A
ZWE,2017-05-01,2017-05-31,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7005,May,LCU,1210.000000,A
ZWE,2017-06-01,2017-06-30,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7006,June,LCU,1070.000000,A
ZWE,2017-07-01,2017-07-31,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7007,July,LCU,1070.000000,A
ZWE,2017-08-01,2017-08-31,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7008,August,LCU,1050.000000,A
ZWE,2017-09-01,2017-09-30,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7009,September,LCU,1020.000000,A
ZWE,2017-10-01,2017-10-31,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7010,October,LCU,1120.000000,A
ZWE,2017-11-01,2017-11-30,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7011,November,LCU,1150.000000,A
ZWE,2017-12-01,2017-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2017,2017,7012,December,LCU,1180.000000,A
ZWE,2018-01-01,2018-01-31,181,'716,Zimbabwe,572,'01311,Avocados,5530,Producer Price (LCU/tonne),2018,2018,7001,January,LCU,1210.000000,A
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,1009.000000,A
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,1007.000000,A
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,1158.000000,A
ZWE,2018-01-01,2018-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,SLC,1271.700000,A
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,USD,1009.000000,A
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,USD,1007.000000,A
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5532,Producer Price (USD/tonne),2017,2017,7021,Annual value,USD,1158.000000,A
ZWE,1991-01-01,1991-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,0.790000,E
ZWE,1992-01-01,1992-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,0.790000,E
ZWE,1993-01-01,1993-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,0.790000,E
ZWE,1994-01-01,1994-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,0.790000,E
ZWE,1995-01-01,1995-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,0.920000,E
ZWE,1996-01-01,1996-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,1.050000,E
ZWE,1997-01-01,1997-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,1.050000,E
ZWE,1998-01-01,1998-12-31,181,'716,Zimbabwe,572,'01311,Avocados,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,2.530000,E
