Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,#indicator+name,,,,#date+year,#indicator+type,#indicator+value+num,
ZWE,1999-01-01,1999-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",1999,1999,USD,61.8125876474,X
ZWE,2000-01-01,2000-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2000,2000,USD,64.5663939845,X
ZWE,2001-01-01,2001-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2001,2001,USD,65.3070589965,X
ZWE,2002-01-01,2002-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2002,2002,USD,57.5939715374,X
ZWE,2003-01-01,2003-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2003,2003,USD,72.7007801522,X
ZWE,2004-01-01,2004-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2004,2004,USD,74.3676243589,X
ZWE,2005-01-01,2005-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2005,2005,USD,32.4243979083,X
ZWE,2006-01-01,2006-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2006,2006,USD,149.4435910492,X
ZWE,2007-01-01,2007-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2007,2007,USD,43.7351955913,X
ZWE,2008-01-01,2008-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2008,2008,USD,66.5980120021,X
ZWE,2009-01-01,2009-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2009,2009,USD,88.2070393822,X
ZWE,2010-01-01,2010-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2010,2010,USD,52.9655314405,X
ZWE,2011-01-01,2011-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2011,2011,USD,54.2716095074,X
ZWE,2012-01-01,2012-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2012,2012,USD,95.7286726878,X
ZWE,2013-01-01,2013-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2013,2013,USD,98.8269544052,X
ZWE,2014-01-01,2014-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2014,2014,USD,103.6323919513,X
ZWE,2015-01-01,2015-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2015,2015,USD,100.0000000000,X
ZWE,2016-01-01,2016-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2016,2016,USD,99.8458496662,X
ZWE,2017-01-01,2017-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2017,2017,USD,127.8833985505,X
ZWE,2018-01-01,2018-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2018,2018,USD,131.9510023060,X
ZWE,2019-01-01,2019-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2019,2019,USD,146.9795999499,X
ZWE,2020-01-01,2020-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2020,2020,USD,190.8346251412,X
ZWE,2021-01-01,2021-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2021,2021,USD,166.4142992412,X
ZWE,2022-01-01,2022-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2022,2022,USD,297.0544682515,X
ZWE,2023-01-01,2023-12-31,181,'716,Zimbabwe,22028,Value Added Deflator (Manufacturing),6179,"Value US$, 2015 prices",2023,2023,USD,267.2879551237,X
